OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
http://opendatacommunities.org/id/district-council/chichester,,BLR0013,"Tangmere Academy, Bishops Road, Tangmere, West Sussex, PO20 2JB",106824,490680,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30984,1.21,owned by a public authority,,not permissioned,,,,,36,,,,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/chichester,,BLR0014,"98 Fishbourne Road, Fishbourne, West Sussex, PO19 3JL",104718,483823,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30985,0.33,not owned by a public authority,,permissioned,full planning permission,31/05/2018,https://publicaccess.chichester.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,6,,,"Replacement building providing six, two bedroom apartments, parking and associated works.",31/12/2017,31/12/2017,31/12/2019
http://opendatacommunities.org/id/district-council/chichester,,BLR0015,"Clark's Yard, Billingshurst Road, Wisborough Green",125726,505401,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30986,0.6,not owned by a public authority,,not permissioned,,,,,11,,,,31/12/2017,31/12/2017,
http://opendatacommunities.org/id/district-council/chichester,,BLR0016,"Jutland House, Kiln Drive (Lion Park), Hambrook, PO18 8FJ",105793,478684,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30987,0.16,not owned by a public authority,,permissioned,full planning permission,01/12/2017,https://publicaccess.chichester.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,8,,yes,"Change of use of existing vacant building to 8 no. apartments (5 no. 2 bed, 3 no. 1 bed) on ground, first and second floor, with flexible A2/B1a/D1 (health/medical) use on one half of the ground floor, including elevational alterations, parking and landscaping.",31/12/2018,31/12/2018,31/12/2019
http://opendatacommunities.org/id/district-council/chichester,,BLR0017,"Greenacre Nursery, Main Road, Chidham, PO18 8TP",105272,478904,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30988,0.75,not owned by a public authority,,permissioned,outline planning permission,18/04/2018,https://publicaccess.chichester.gov.uk/online-applications/applicationDetails.do?keyVal=OIJAOZERLME00&activeTab=summary,,10,,yes,Reuse of previously developed land for residential development of 10 no. dwellings and associated works.,31/12/2018,31/12/2018,31/12/2019
http://opendatacommunities.org/id/district-council/chichester,,BLR0018,"Royal Oak, Stocks Lane, East Wittering, West Sussex, PO20 8BS",97169,479660,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30989,0.24,not owned by a public authority,,permissioned,full planning permission,23/07/2018,https://publicaccess.chichester.gov.uk/online-applications/simpleSearchResults.do?action=firstPage,,10,,yes,"Retention of the former Royal Oak public house and demolition of dog grooming business. Provision of 8 no. ancillary accommodation units at ground, first and second floors of public house, together with proposed internal and external alterations and associated parking and landscaping. Erection of a terrace of 9 no. dwelling units (consisting of 1 no. 3 bedroom house, 1 no. 4 bedroom house, 2 no. 1 bedroom flats, 4 no. 2 bedroom flats and 1 no. 3 bedroom flat) and the erection of 1 no. 3 bedroom chalet bungalow together with associated parking and landscaping at Stocks Lane, East Wittering.",31/12/2018,31/12/2018,31/12/2019
http://opendatacommunities.org/id/district-council/chichester,,BLR0019,49-51 Fishbourne Road East,104656,484312,http://www.chichester.gov.uk/CHttpHandler.ashx?id=31066,0.62,not owned by a public authority,,permissioned,full planning permission,05/12/2018,https://publicaccess.chichester.gov.uk/online-applications/applicationDetails.do?keyVal=OPBR5TERFWN00&activeTab=summary,,37,,yes,"The comprehensive redevelopment of the former Downland House HQ office site at 49-51 Fishbourne Road East, Chichester for 37 new affordable homes comprising 30 shared ownership apartments, 5 affordable rent houses and 2 affordable rent apartments; car and cycle parking; vehicle and pedestrian access off Fishbourne Road East; landscaping; boundary treatment; amenity space and other ancillary development requirements.",31/12/2018,31/12/2018,
http://opendatacommunities.org/id/district-council/chichester,,BLR0020,"South Downs Holiday Village, Bracklesham Lane, Bracklesham Bay, Chichester, West Sussex, PO20 8JE",97079,480841,http://www.chichester.gov.uk/CHttpHandler.ashx?id=30991,2.1,not owned by a public authority,,permissioned,outline planning permission,28/02/2019,https://publicaccess.chichester.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=P63510ERJVY00,,85,,yes,"Redevelopment of the former South Downs Holiday Park with the erection of 85 dwellings with vehicular access, Local Equipped Area for Play, public open space, landscaping, foothpath links and other related infrastructure.",31/12/2018,31/12/2018,
http://opendatacommunities.org/id/district-council/chichester,,BLR0021,"17-19 Seal Road, Selsey",92506,485260,http://www.chichester.gov.uk/CHttpHandler.ashx?id=32766,0.12,not owned by a public authority,,permissioned,full planning permission,03/12/2018,https://publicaccess.chichester.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PAXD6PERFI800,,7,,yes,"Alterations and conversion of main property into 7 no. flats, demolition of existing bungalow and associated access alterations, parking, bin and cycle storage.",31/12/2019,31/12/2019,
http://opendatacommunities.org/id/district-council/chichester,,BLR0022,Stone House  82 West Street Selsey,93023,484672,http://www.chichester.gov.uk/CHttpHandler.ashx?id=32767,0.26,not owned by a public authority,,permissioned,outline planning permission,29/03/2019,https://publicaccess.chichester.gov.uk/online-applications/applicationDetails.do?activeTab=documents&keyVal=PCQNA3ERHXM00,,5,,yes,Construction of up to 5 no. dwellings.,31/12/2019,31/12/2019,
