Organisation URL,Organisation Label,Site Reference,Previously Part Of,Site Name Address,Siteplan URL,Coordinate Reference System,GeoX,GeoY,Hectares,Ownership Status,Deliverable,Planning Status,Permission Type,Permission Date,Planning History,Proposed For PiP,Min Net Dwellings,Development Description,Non Housing Development,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0308,,Northern Gateway,,OSGB 1936 / British National Grid ,415160.4825,189291.728,2.332,Unknown,Deliverable,Permissioned,,19-Oct-17,"Application for the erection of new retail facilities and provision of associated parking and works.
Ref. : S/16/0505 Granted permission Thu 19 Oct 2017",,,Suitable for non residential development,Suitable,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0311,,"Petrol Filling Station, Rodbourne Road",,OSGB 1936 / British National Grid ,413909.6374,185752.5458,0.3321,Unknown,Deliverable,Not permissioned,,,"S/16/0977 Erection of an ATM. (Retrospective).

S/ADV/15/0445 Display of various illuminated and non-illuminated signs.

S/ADV/16/0978 Display of illuminated ATM signage. (Retrospective).",,7,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0313,,Toothill Village Centre,,OSGB 1936 / British National Grid ,412457.1905,183849.957,1.417,Unknown,Deliverable,Not permissioned,,,,,71,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0314,,Moredon Rec,,OSGB 1936 / British National Grid ,413288.8714,186523.0557,2.659,Unknown,Deliverable,Not permissioned,,,No relevant planning history,,60,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0315,,Stratton Education Centre,,OSGB 1936 / British National Grid ,416179.4193,187429.4261,0.3015,Unknown,Deliverable,Not permissioned,,,,,9,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0318,,"Contract House, Unit 5 Bramble Road Elgin Swindon SN2 8HB",,OSGB 1936 / British National Grid ,416376.672,186414.5695,0.3913,Unknown,Deliverable,Permissioned,,26-Jun-17,"S/13/1537 Outline application for the erection of buildings for B1(c) (Business - Light Industry) and/or B2 (General Industry) and/or B8 (Storage or Distribution) uses - all matters reserved.

S/RES/17/0726 Erection of buildings for B1 and/or B2 and/or B8 Use. Reserved matters application from previous Outline permission S/13/1537. Granted 26 Jun 2017",,,Suitable for non residential development,Suitable,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0319,,"54 - 55 Bridge Street, Swindon, SN1 1BL",,OSGB 1936 / British National Grid ,414873.4595,184816.3776,0.03386,Unknown,Deliverable,Not permissioned ,,,"S/13/1723

Expired in 2017",,6,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0322,,"Unit 4 Hunts Rise, Swindon SN3 4TW",,OSGB 1936 / British National Grid ,418200.5077,189303.8723,0.5326,Unknown,Deliverable,Permissioned,Full,01-Apr-15,S/14/1283 Erection of 10no. two storey industrial units and associated works.,,,Suitable for non residential development,Suitable,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0326,,"Wakefield House, Pipers Way, Old Town Swindon SN3 1RE",,OSGB 1936 / British National Grid ,416023.5797,182720.7792,0.6639,Unknown,Deliverable,Permissioned,Reserve Matters,03-Dec-15,"S/RES/14/2137 Demolition of existing energy centre and erection of a mixed use four storey building with a convenience retail store (Class A1) on the ground floor with 18no. apartments above and 16no. houses and associated works.

S/OUT/05/1720 Proposal Outline application for the erection of 616 no. dwellings, nursing home, health centre, dispensing pharmacy and associated works - Means of Access and Strategic Landscaping not reserved.",,34,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0327,,"22-23 Victoria Road, Old Town, Swindon SN1 3AW",,OSGB 1936 / British National Grid ,415419.9596,184315.4775,0.312,Unknown,Deliverable,Permissioned,Full,04-Mar-15,"S/15/0042 Erection of a 4 storey building to provide 147sqm of retail floor space on the ground floor, 6 no. apartments on the floors above and associated works.",,6,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0328,,"Former Milton Road Club, 25 Milton Road, Swindon SN1 5JA",,OSGB 1936 / British National Grid ,414710.1736,184537.5114,0.03026,Unknown,Deliverable,Not permissioned ,,,"S/15/0133 Change of use from working man's club (Class D2) to residential (Class C3) to provide 10no. self contained apartments and associated works.

Permission expired 2/4/18",,10,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0329,,"Former Bampton Brothers, Stratton Road, Swindon",,OSGB 1936 / British National Grid ,416691.9262,185897.091,1.267,Unknown,Deliverable,Permissioned,Reserve Matters,14-Dec-17,"S/OUT/15/0377 | Outline application for the erection of up to 61no. dwellings (means of access not reserved).

S/RES/17/0670 | Erection of 61no. dwellings and associated works (Reserved Matters from outline planning permission S/OUT/15/0377). Granted 14 December 2017",,61,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0330,,"Anglia House, 115-118 Commercial Road, Swindon",,OSGB 1936 / British National Grid ,415104.6786,184459.1047,0.0575,Unknown,Deliverable,Not permissioned,,,"S/PRIORC/15/0748 Prior Approval Notification for the change of use of 1st and 2nd floors from offices (Class B1) to 14no. Apartments (Class C3)
Expired September 2018

",,14,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0332,,"Kingsbridge House, Marlborough Road, Swindon",,OSGB 1936 / British National Grid ,418872.8864,182552.7044,0.1291,Unknown,Deliverable,Not permissioned,,,S/15/0937 Change of use from Guest House to 5 no. Flats.,,5,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0337,,"16 Wembley Street, Rodbourne, Swindon SN2 1DN",,OSGB 1936 / British National Grid ,413964.834,185695.285,0.0469,Unknown,Deliverable,Permissioned,Full,17-Jan-17,S/15/1342 | Erection of 6no. flats and associated works.,,6,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0338,,"Lindseys Yard, Turnpike Road, Blunsdon, Swindon SN26 7AE",,OSGB 1936 / British National Grid ,415300.0844,189728.1101,0.5886,Unknown,Deliverable,Permissioned,Full,21-Mar-16,"S/15/1352 | Demolition of existing warehouse and outbuildings, and erection of 5 no. residential dwellings (Use Class C3), with associated landscaping and access.",,5,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0341,,"Land Adjacent To New Inn, Swindon Road, Stratton St Margaret, Swindon SN3 4PN",,OSGB 1936 / British National Grid ,417150.3454,186302.8148,0.1591,Unknown,Deliverable,Not permissioned,,,"S/16/1126 | Demolition of existing dwelling and erection of 6no. apartments and associated works, without compliance with conditions 3 - 10 from previous permission S/15/1839. 

Expiry October 2018",,5,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0343,,"WH Smith HQ, Greenbridge Road, Stratton St Margaret, Swindon",,OSGB 1936 / British National Grid ,417362.8975,185516.2565,2.702,Unknown,Deliverable,Permissioned,Outline ,07-Feb-17,"S/OUT/15/2087 Outline planning application for up to 134no. residential dwellings (Use Class C3), day nursery/creche (Use Class D1) and intergenerational care accommodation (Use Class C2) with details of access not reserved.",,134,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0344,,"Holbrook House, Sheppard Street, Swindon",,OSGB 1936 / British National Grid ,414834.0498,184995.6812,0.1978,Unknown,Deliverable,Permissioned,Prior Approval,23-Feb-16,S/PRIORC/16/0015 | Prior Approval Notification for the change of use of ground floor and first to fourth floors from offices (class B1(a)) to residential use (class C3) (58no. flats),,58,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0348,,"The Ivy Hotel, Moormead Road, Wroughton, Swindon SN4 9BY",,OSGB 1936 / British National Grid ,414885.0588,180835.3846,0.4282,Unknown,Deliverable,Permissioned,Full,29-Nov-16,"S/16/0487 | Demolition of buildings on site and the construction of 38 no. residential units of Retirement Living accommodation including communal facilities, guest suite, landscaping and car parking.",,38,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0350,,"Anglia House, 115-118 Commercial Road, Swindon SN1 5PL",,OSGB 1936 / British National Grid ,415104.6786,184459.1047,0.0575,Unknown,Deliverable,Not permissioned,,,"S/16/0960 | Erection of an additional storey to provide 5no. flats and associated works.

Expired September 2018",,5,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0352,,"Land At Radway Road, Stratton St Margaret, Swindon SN3 4ND",,OSGB 1936 / British National Grid ,416854.0525,187014.7103,2.195,Unknown,Deliverable,Permissioned,Full,20-Feb-18,"S/16/0990 | Erection of an industrial/warehouse unit (class B1(a), B2 and B8) with associated works.

S/17/1858 | Erection of an industrial unit for Class B1(b) - Research and Development, Class B1(c) - Light Industrial, Class B2 - General Industrial and Class B8 - Storage and Distribution uses with associated car parking and infrastructure",,,Suitable for non residential development,Suitable,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0358,,"18 - 24 Bridge Street & 16 - 17 Fleet Street, Swindon SN1 1BP",,OSGB 1936 / British National Grid ,414862.042,184892.4464,0.0772,Unknown,Deliverable,Permissioned,Full,03-Feb-17,"S/16/1679. 

S/18/0401 | Demolition of 20 Bridge Street and 17 Fleet Street, erection of 4no. commercial units (Class A1 and A3) and 14no. residential apartments and associated works. (Variation of condition of condition 1 from Planning Permission S/16/1679). | 18 - 24 Bridge Street & 16 - 17 Fleet Street Swindon SN1 1BP - pending determination",,14,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0381,,The Limes,,OSGB 1936 / British National Grid ,416273.5003,187350.1983,0.316,Unknown,Deliverable,Not permissioned,,,No recent planning history,,5,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0401,,North of Gateway North,,OSGB 1936 / British National Grid ,414862.7473,189664.4854,5.155,Unknown,Deliverable,Not permissioned,,,"S/09/1817 | Part demolition and extension of existing building to provide new distribution warehouse accommodation including change of use (B8) and construction of new service yard, parking, access, landscaping and associated works. Granted 11 Jan 2010",,,Suitable for non residential development,Suitable,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0402,,South of Gateway North,,OSGB 1936 / British National Grid ,414827.3369,189239.805,2.338,Unknown,Deliverable,Not permissioned,,,"S/09/1817 | Part demolition and extension of existing building to provide new distribution warehouse accommodation including change of use (B8) and construction of new service yard, parking, access, landscaping and associated works. Granted 11 Jan 2010",,,Suitable for non residential development,Suitable,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0413,,The Wheatsheaf Public House 33-36 Dores Road Upper Stratton,,OSGB 1936 / British National Grid ,416103.4613,187296.7935,0.1862,Unknown,Deliverable,Permissioned,Full,12-May-17,S/16/0768 | Demolition of the Wheatsheaf Public House and erection of 8no. dwellings and associated works. | The Wheatsheaf Public House 33-36 Dores Road Upper Stratton Swindon SN2 7QT.  Granted permission Fri 12 May 2017,,8,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0415,, Land To The Rear Of 27 Eastcott Hill,,OSGB 1936 / British National Grid ,415087.4778,184153.3382,0.02601,Unknown,Deliverable,Permissioned,Full,11-Aug-17,S/17/0526 | Erection of 6no. flats. | Land To The Rear Of 27 Eastcott Hill Swindon.  Granted permission Fri 11 Aug 2017,,6,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0416,,3 Temple Chambers Temple Street,,OSGB 1936 / British National Grid ,415157.7011,184480.9143,0.01457,Unknown,Deliverable,Permissioned,Full,11-Dec-17,"S/17/1757 | Change of use of ground floor, second floor and roofspace to 5no. flats (revision to permission S/17/0965) | 3 Temple Chambers Temple Street Swindon SN1 1SQ.  Granted permission Mon 11 Dec 2017",,5,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0418,,Southdown Nursing Home 17 Church Road Wanborough,,OSGB 1936 / British National Grid ,420887.3317,182602.1239,0.1847,Unknown,Deliverable,Permissioned,Full,07-Apr-17,S/16/1968 | Change of use of former nursing home to 7 no. 2-bedroom flats and associated works. | Southdown Nursing Home 17 Church Road Wanborough Swindon SN4 0BZ.  Permission granted Fri 07 Apr 2017,,8,,,
http://opendatacommunities.org/id/unitary-authority/swindon,Swindon Borough Council,S0420,,First Floor 17 - 21 High Street Old Town,,OSGB 1936 / British National Grid ,415793.8994,183677.7076,0.04186,Unknown,Deliverable,Permissioned,Prior Approval,11-Aug-17,S/PRIORC/17/0931 | Prior notification application for the change of use from offices (Class B1a) to dwellings (Class C3) (6no. flats). | First Floor 17 - 21 High Street Old Town Swindon SN1 3EG.  Prior approval not required Fri 11 Aug 2017,,6,,,
,,S0424,,"Former Zarlink Factory, Darby Close, Swindon",,OSGB 1936 / British National Grid ,413338.9298,186039.6328,1.169,Unknown,Deliverable,Not permissioned,,,S/11/0826 S/10/1764 planning permission for 35 B1/B8 units dated 25.08.2011 is now lapsed.,,,Suitable for non residential development,Suitable,
,,S0430,,"Brunel West Car Park and House of Fraser, Swindon",,OSGB 1936 / British National Grid ,414800.5998,184631.8302,0.8458,Unknown,Deliverable,Not permissioned,,,,,154,,,
,,S0433,,Swindon Station Redevelopment,,OSGB 1936 / British National Grid ,414875.1774,185144.5317,4.536,Unknown,Deliverable,Not permissioned,,,,,85,,,
,,S0434,,"Manor Farm, Hannington",,OSGB 1936 / British National Grid ,417252.0343,193199.5214,0.6723,Unknown,Deliverable,Permissioned,Full,07-Jan-19,S/17/1114 - Resolution to Grant (subject to S106),,8,,,
,,S0436,,County Ground Depot,,OSGB 1936 / British National Grid ,415777.4933,185301.3515,0.4262,Unknown,Deliverable,Not permissioned,,,,,19,,,
,,S0448,,"Burderop Park, Wroughton",,OSGB 1936 / British National Grid ,416565.0264,180105.3912,12.6,Unknown,Deliverable,Permissioned,Full,27-Apr-18,"S/17/0128 | Demolition of the pavilions, change of use of offices and ancillary buildings to 25no. apartments/dwellings, erection of 52no. dwellings, construction of new access and associated works",,77,,,
,,S0458,,"Croft Yard, Ham Road, Wanborough",,OSGB 1936 / British National Grid ,421096.6151,182648.3145,0.3167,Unknown,Deliverable,Not permissioned,,,No recent planning history,,6,,,
,,S0476,,"The 12 Bar, 179 Westcott Place, Swindon",,OSGB 1936 / British National Grid ,414256.0201,184390.0553,0.07214,Unknown,Deliverable,Permissioned,Full,06-Sep-13,"S/13/0435 | Change of use of existing premises from Public House (A4) to part Retail (A1) and Residential (C3) to form 11no. units, including extension to existing coach house and associated works. | The 12 Bar 179 Westcott Place Swindon SN1 5HT.  Granted permission Fri 06 Sep 2013",,11,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
